,stutia,sttia,strd
stride1y0nl3d4rup2gpnv3a42g5fc3x7e82xj5zuajap,10119880,10.11988,4.8720724141451255
stride1y2knaz4gga4rrce38w5evnztsueq937pugtmqk,342750000,342.75,165.01211673935282
stride1y2zjrwz00502y8u4plarcvkg5xqrqpsl246zt4,580000,0.58,0.2792327577208596
stride1y43x2pdgj69vff52cagz7mcz092azxjgjtucgc,5000000,5.0,2.4071789458694792
stride1y5czxmwrpln82wugcwymq64kwcttj3yyad9h60,27647960,27.64796,13.310717441648306
stride1y5qy0wr4vd6gtuwy3cafl5v6c8ff6y2rc5j9vw,50000000,50.0,24.071789458694795
stride1y5slpjr57p8va0xmztmqs409pzx4545wh52jqw,980000,0.98,0.4718070733904179
stride1y6scqfx87rcuway4hglnm4umpn664jc7egpee9,130000,0.13,0.06258665259260647
stride1y7tdejjz7jf2yd6jdgueaeh7vc4g36pjmsncx2,150000,0.15,0.07221536837608437
stride1y7wyd0yx789gzzm6pjy9dvcvzy7lku9chc8l8r,7573760,7.57376,3.6462791226136853
stride1y89pq2k7dkmft3vpmp0cz5d5xe7f3gkgnzkjsx,10030000,10.03,4.8288009654141755
stride1y8jfef8clj5k5xg7e9tkke08zv9lljlv35um92,2500000,2.5,1.2035894729347396
stride1y922l7qxtpdj576c9kfzmrmxwy8ckhn366gfdk,31000000,31.0,14.924509464390773
stride1y979ssvnptkf8ytr0ct35xa9szn7tn9e3exwcy,29212340,29.21234,14.063865961516164
stride1yc80f9fv44n2pkslcstc4dzegdq45rh04e8zxd,2565470,2.56547,1.2351090740519546
stride1ycnfcqpmugtn7cw700ezsy09wzk0hvvgu8ltgh,5980000,5.98,2.8789860192598975
stride1yd5z0tt2ynsgklm3rruptgu8nj8qdwuu95dank,1649080,1.64908,0.7939261312108882
stride1ydu2zhm7pszwfms0epwtlg7fr5d5dpdtkszxyq,6412640,6.41264,3.0872743990880913
stride1yekrmlpjk4lvcrx8mm7xhydwnd7vz3m0dh3tl9,27980000,27.98,13.470573381085607
stride1yg0fa6aa8npeyweedzct2z0qsj0q7xypxjzs76,500000,0.5,0.24071789458694795
stride1yg52euph8p9xxqj648knh0rkndc24jenrc2el6,40131400,40.1314,19.320692229653282
stride1yggsjrj8nvspwhh5zzfq38vxgnsussm26c4xkj,2500000,2.5,1.2035894729347396
stride1ygxvs6jtj5922xr6ggnw67qam0z660hraejgzd,1030000,1.03,0.4958788628491127
stride1yhj0g0usgm7agmcgtvcqlguwxj2ku72xyyxz5q,7900000,7.9,3.8033427344737776
stride1yjw4pgtujuat4wnzw46j2m3e7cylsqa4skmw7f,6070000,6.07,2.922315240285548
stride1yk877d8cglr4c3rywg7ys7qcp4u48kwdpr0wqk,3000000,3.0,1.4443073675216875
stride1ymepwnyrl9yjsy4fgwj59xdnh2gutn0nj3eh5s,7200000,7.2,3.46633768205205
stride1ypgyw35e6fyvsm0r0r3h8g570g304x46vu4ccu,3380000,3.38,1.6272529674077678
stride1ypmc9nv70guhupvhgr0k75ws3g3xe2mra2d594,7250000,7.25,3.490409471510745
stride1yqx7eqt4hyayd9pp5rpju6uzlv2xwqade6ywua,3300000,3.3,1.5887381042738562
stride1yr5nl4pw4p3w23nuc5n3jqyzcx9r8hcj82mmlt,20000000,20.0,9.628715783477917
stride1yrnceu27eets476kewejy5jr0ugk5lrc2ukzhh,135480000,135.48,65.2249207172794
stride1ysv30ul5a2fm5ssfx8hlsn0nrqdvw2mvx7605c,250000,0.25,0.12035894729347398
stride1yu3u7xguyn79xp4h08wc9za6k5zes3dzmtv4cq,10000000,10.0,4.8143578917389585
stride1yuycef80txefx4fu4gc7kwzvql0ckuyh0630t0,1050170,1.05017,0.5055894227167502
stride1yvmkxpts6rl9eaptpy2c0lxrmm8wxxn4zdjgqv,25000000,25.0,12.035894729347397
stride1yvwjyl887wu9k34ggk6tjmw7sv42sx2zewvm8s,6000000,6.0,2.888614735043375
stride1yxt425jn7rxgzagxlhv9l2yajkv6n5htmp9l0n,3400000,3.4,1.6368816831912458
stride1yy0r7kaqlpkarjmtw26qau4w3lthk80s3nlt59,1050000,1.05,0.5055075786325907
stride1yy9vw8pskk6586y57tanfpjmx546ea40hxwyhp,10211940,10.21194,4.916393392896474
stride1yyqupa3zf4cehydh597cwj6v7a9rm50hjzps0v,27480000,27.48,13.229855486498657
stride1yzpqanfxz8pjjfa0qll7f4udhhhjlwmc03mlhe,29980000,29.98,14.433444959433398
stride1z02funp2ydvfmzenxgkgauz6w5dlr9zw34t3hr,2000000,2.0,0.9628715783477918
stride1z0hl0krng3tuwufnqgjuyqn8pgpu84rg0tujxv,4780000,4.78,2.3012630722512224
stride1z2aq3dl77cuk7h6v0d3860nfs3xsrf9jwkkkcl,101000000,101.0,48.62501470656348
stride1z2tagy5qzxt7q7duh5f00m4d44lurp4r2vd3xe,2130000,2.13,1.0254582309403981
stride1z3z365lydry32xghj9m8gt62mvddl55ghkdgrx,5526380,5.52638,2.6605971165748343
stride1z4pak2ssenus02rjz2xthpcrr8qpzkhns8q0zj,7500000,7.5,3.610768418804219
stride1z57hzn2c534v2d346avppr4h0a3rd0rjef6jqy,5000000,5.0,2.4071789458694792
stride1z5gugzl8fe6dtyt9mx3jhhwvxrka9zx6g8eqr8,130000000,130.0,62.58665259260646
stride1z74wddyc74uhps6qjfpu350n3plpljjk2wsjcg,7980000,7.98,3.8418575976076887
stride1z7lcya07ff7aegpfrwxc0nnl5gezk7wj9ycmfe,5980000,5.98,2.8789860192598975
stride1z84shuuq0pu3lx8qsqxee53vthhr7fcz9m763q,336952,0.336952,0.16222075203372255
stride1z97flahwn5esmu036kj3dv4wusn6r2fsws4cy4,64100000,64.1,30.86003408604672
stride1z9h47nxe929jvld2xqvy9zapw034a9qcs93tpg,10120000,10.12,4.872130186439826
stride1z9kag608fvnydcaxtt3spn6670thjj3hshwx0x,99380000,99.38,47.84508872810177
stride1z9wyxhzsth0qg587vcf3hgcuh495g3s40wajgv,5980000,5.98,2.8789860192598975
stride1zazwwge6hkp5qzf2gtjyux8gzkqe705pfsjv5y,11010000,11.01,5.300608038804593
stride1zd7zdtnhefkyc8pp9t4ekmene6rpgjkpuhkgvk,1000000,1.0,0.4814357891738959
stride1zdpflf8yketgr6jfzwpx0gufymy7763lmgxya5,434827570,434.82757,209.34155431751745
stride1ze2ye5u5k3qdlexvt2e0nn0508p040943yv8jt,1000000,1.0,0.4814357891738959
stride1zez8n7x424nr5duum5y98qajyfr4xln8xdywvp,480000,0.48,0.23108917880347
stride1zftgzmmuv9px3ewk6fymm44emyz2qqt07wpetu,3580000,3.58,1.723540125242547
stride1zgwzekzkddwhv7t8ylzzzslfut6fwgvc4cxeel,11960000,11.96,5.757972038519795
stride1zh6tdvkl9aydrln98qemyruklayzdnwfa2dlnm,130000,0.13,0.06258665259260647
stride1zhsqetp2h8st2kufrj53n65xmd8junu07gcm4c,10000000,10.0,4.8143578917389585
stride1zltlq8hphlm4hjapw5azzu9rmxlpqz6jyxruwg,2189690,2.18969,1.054195133196188
stride1zn45gu0507vgmca5cg6acupslnl0a7yhafawh4,7300000,7.3,3.51448126096944
stride1zng5mddrg3wzc8hjxn7x86y4kpdwt53lj0zv88,99980000,99.98,48.13395020160611
stride1znxju5shxvyaqty7dkz2psxkrja5rtaqz5fsm7,500280000,500.28,240.8526966079166
stride1zpeangkn72j4pgzud4xnda97grevuy2cfvtfs8,25280810,25.28081,12.171086713305318
stride1zpsrt5vzdm5yr7hsn3chjksjwsnmfckssn0y8v,18885340,18.88534,9.092078566717342
stride1zq909dv4d6zgqn5ckdjs9gls7yekphll4e40g8,1500960,1.50096,0.7226158621184507
stride1zrl0rldamvgvem9e2gxfv2yhardyw8y7mtjn6z,1178220,1.17822,0.5672372755204675
stride1ztz8t88xgqvueap24ufpfun5mxc3jhmcn2zsqp,3000000,3.0,1.4443073675216875
stride1zvgz5ryz3rn0slt269cpqvhx8k63jpzf43mqpv,1000000,1.0,0.4814357891738959
stride1zwphm4lypl8zrljq4tzslqyq9as0d8fd06645z,1000000,1.0,0.4814357891738959
stride1zys6t5cmslve3nggel0h3tqerv8ngdv90yceh6,314751980,314.75198,151.5328678853463
stride1zz3fgakx8az5rvpkn0elme0eqsdmwzxcc0tcl3,7500000,7.5,3.610768418804219
stride1zzuttewnk3keg6m3xf2n3wxd2h7wkvj7wsk9wq,150000,0.15,0.07221536837608437
